99.9965	1.30675e-09	0
99.9929	1.30675e-09	1.30669e-09
99.9894	1.30675e-09	2.61337e-09
99.9859	1.30675e-09	3.92006e-09
99.9823	1.30675e-09	5.22674e-09
99.9788	1.30675e-09	6.53343e-09
99.9753	1.30675e-09	7.84011e-09
99.9717	1.30675e-09	9.1468e-09
99.9682	1.30675e-09	1.04535e-08
99.9647	1.30675e-09	1.17602e-08
99.9612	1.30675e-09	1.30669e-08
99.9576	1.30675e-09	1.43735e-08
99.9541	1.30675e-09	1.56802e-08
99.9506	1.30675e-09	1.69869e-08
99.947	1.30675e-09	1.82936e-08
99.9435	1.30675e-09	1.96003e-08
99.94	1.30675e-09	2.0907e-08
99.9364	1.30675e-09	2.22136e-08
99.9329	1.30675e-09	2.35203e-08
99.9294	1.30675e-09	2.4827e-08
99.9258	1.30675e-09	2.61337e-08
99.9223	1.30675e-09	2.74404e-08
99.9188	1.30675e-09	2.87471e-08
99.9152	1.30675e-09	3.00538e-08
99.9117	1.30675e-09	3.13604e-08
99.9082	1.30675e-09	3.26671e-08
99.9046	1.30675e-09	3.39738e-08
99.9011	1.30675e-09	3.52805e-08
99.8976	1.30675e-09	3.65872e-08
99.8941	1.30675e-09	3.78939e-08
99.8905	1.30675e-09	3.92006e-08
99.887	1.30675e-09	4.05072e-08
99.8835	1.30675e-09	4.18139e-08
99.8799	1.30675e-09	4.31206e-08
99.8764	1.30675e-09	4.44273e-08
99.8729	1.30675e-09	4.5734e-08
99.8693	1.30675e-09	4.70407e-08
99.8658	1.30675e-09	4.83473e-08
99.8623	1.30675e-09	4.9654e-08
99.8587	1.30675e-09	5.09607e-08
99.8552	1.30675e-09	5.22674e-08
99.8517	1.30675e-09	5.35741e-08
99.8481	1.30675e-09	5.48808e-08
99.8446	1.30675e-09	5.61875e-08
99.8411	1.30675e-09	5.74941e-08
99.8375	1.30675e-09	5.88008e-08
99.834	1.30675e-09	6.01075e-08
99.8305	1.30675e-09	6.14142e-08
99.827	1.30675e-09	6.27209e-08
99.8234	1.30675e-09	6.40276e-08
99.8199	1.30675e-09	6.53343e-08
99.8164	1.30675e-09	6.66409e-08
99.8128	1.30675e-09	6.79476e-08
99.8093	1.30675e-09	6.92543e-08
99.8058	1.30675e-09	7.0561e-08
99.8022	1.30675e-09	7.18677e-08
99.7987	1.30675e-09	7.31744e-08
99.7952	1.30675e-09	7.4481e-08
99.7916	1.30675e-09	7.57877e-08
99.7881	1.30675e-09	7.70944e-08
99.7846	1.30675e-09	7.84011e-08
99.781	1.30675e-09	7.97078e-08
99.7775	1.30675e-09	8.10145e-08
99.774	1.30675e-09	8.23212e-08
99.7704	1.30675e-09	8.36278e-08
99.7669	1.30675e-09	8.49345e-08
99.7634	1.30675e-09	8.62412e-08
99.7599	1.30675e-09	8.75479e-08
99.7563	1.30675e-09	8.88546e-08
99.7528	1.30675e-09	9.01613e-08
99.7493	1.30675e-09	9.1468e-08
99.7457	1.30675e-09	9.27746e-08
99.7422	1.30675e-09	9.40813e-08
99.7387	1.30675e-09	9.5388e-08
99.7351	1.30675e-09	9.66947e-08
99.7316	1.30675e-09	9.80014e-08
99.7281	1.30675e-09	9.93081e-08
99.7245	1.30675e-09	1.00615e-07
99.721	1.30675e-09	1.01921e-07
99.7175	1.30675e-09	1.03228e-07
