99.9958	1.57273e-09	0
99.9917	1.57273e-09	1.57264e-09
99.9875	1.57273e-09	3.14528e-09
99.9833	1.57273e-09	4.71792e-09
99.9791	1.57273e-09	6.29056e-09
99.975	1.57273e-09	7.8632e-09
99.9708	1.57273e-09	9.43584e-09
99.9666	1.57273e-09	1.10085e-08
99.9625	1.57273e-09	1.25811e-08
99.9583	1.57273e-09	1.41538e-08
99.9541	1.57273e-09	1.57264e-08
99.9499	1.57273e-09	1.7299e-08
99.9458	1.57273e-09	1.88717e-08
99.9416	1.57273e-09	2.04443e-08
99.9374	1.57273e-09	2.2017e-08
99.9333	1.57273e-09	2.35896e-08
99.9291	1.57273e-09	2.51622e-08
99.9249	1.57273e-09	2.67349e-08
99.9207	1.57273e-09	2.83075e-08
99.9166	1.57273e-09	2.98802e-08
99.9124	1.57273e-09	3.14528e-08
99.9082	1.57273e-09	3.30254e-08
99.9041	1.57273e-09	3.45981e-08
99.8999	1.57273e-09	3.61707e-08
99.8957	1.57273e-09	3.77434e-08
99.8915	1.57273e-09	3.9316e-08
99.8874	1.57273e-09	4.08886e-08
99.8832	1.57273e-09	4.24613e-08
99.879	1.57273e-09	4.40339e-08
99.8749	1.57273e-09	4.56066e-08
99.8707	1.57273e-09	4.71792e-08
99.8665	1.57273e-09	4.87518e-08
99.8623	1.57273e-09	5.03245e-08
99.8582	1.57273e-09	5.18971e-08
99.854	1.57273e-09	5.34698e-08
99.8498	1.57273e-09	5.50424e-08
99.8457	1.57273e-09	5.6615e-08
99.8415	1.57273e-09	5.81877e-08
99.8373	1.57273e-09	5.97603e-08
99.8331	1.57273e-09	6.1333e-08
99.829	1.57273e-09	6.29056e-08
99.8248	1.57273e-09	6.44782e-08
99.8206	1.57273e-09	6.60509e-08
99.8165	1.57273e-09	6.76235e-08
99.8123	1.57273e-09	6.91962e-08
99.8081	1.57273e-09	7.07688e-08
99.8039	1.57273e-09	7.23414e-08
99.7998	1.57273e-09	7.39141e-08
99.7956	1.57273e-09	7.54867e-08
99.7914	1.57273e-09	7.70594e-08
99.7873	1.57273e-09	7.8632e-08
99.7831	1.57273e-09	8.02046e-08
99.7789	1.57273e-09	8.17773e-08
99.7747	1.57273e-09	8.33499e-08
99.7706	1.57273e-09	8.49226e-08
99.7664	1.57273e-09	8.64952e-08
99.7622	1.57273e-09	8.80678e-08
99.7581	1.57273e-09	8.96405e-08
99.7539	1.57273e-09	9.12131e-08
99.7497	1.57273e-09	9.27858e-08
99.7455	1.57273e-09	9.43584e-08
99.7414	1.57273e-09	9.5931e-08
99.7372	1.57273e-09	9.75037e-08
99.733	1.57273e-09	9.90763e-08
99.7289	1.57273e-09	1.00649e-07
99.7247	1.57273e-09	1.02222e-07
99.7205	1.57273e-09	1.03794e-07
99.7163	1.57273e-09	1.05367e-07
99.7122	1.57273e-09	1.0694e-07
99.708	1.57273e-09	1.08512e-07
99.7038	1.57273e-09	1.10085e-07
99.6997	1.57273e-09	1.11657e-07
99.6955	1.57273e-09	1.1323e-07
99.6913	1.57273e-09	1.14803e-07
99.6871	1.57273e-09	1.16375e-07
99.683	1.57273e-09	1.17948e-07
99.6788	1.57273e-09	1.19521e-07
99.6746	1.57273e-09	1.21093e-07
99.6705	1.57273e-09	1.22666e-07
99.6663	1.57273e-09	1.24239e-07
