32440	29050
32439.9	29050
32439.8	29049.9
32439.7	29049.9
32439.6	29049.8
32439.5	29049.8
32439.4	29049.7
32439.3	29049.7
32439.1	29049.6
32439	29049.6
32438.9	29049.5
32438.8	29049.5
32438.7	29049.4
32438.6	29049.4
32438.5	29049.3
32438.4	29049.3
32438.3	29049.2
32438.2	29049.2
32438.1	29049.1
32438	29049.1
32437.9	29049
32437.8	29049
32437.7	29048.9
32437.5	29048.9
32437.4	29048.8
32437.3	29048.8
32437.2	29048.7
32437.1	29048.7
32437	29048.6
32436.9	29048.6
32436.8	29048.5
32436.7	29048.5
32436.6	29048.4
32436.5	29048.4
32436.4	29048.3
32436.3	29048.3
32436.2	29048.3
32436.1	29048.2
32435.9	29048.2
32435.8	29048.1
32435.7	29048.1
32435.6	29048
32435.5	29048
32435.4	29047.9
32435.3	29047.9
32435.2	29047.8
32435.1	29047.8
32435	29047.7
32434.9	29047.7
32434.8	29047.6
32434.7	29047.6
32434.6	29047.5
32434.5	29047.5
32434.3	29047.4
32434.2	29047.4
32434.1	29047.3
32434	29047.3
32433.9	29047.2
32433.8	29047.2
32433.7	29047.1
32433.6	29047.1
32433.5	29047
32433.4	29047
32433.3	29046.9
32433.2	29046.9
32433.1	29046.8
32433	29046.8
32432.9	29046.7
32432.7	29046.7
32432.6	29046.6
32432.5	29046.6
32432.4	29046.5
32432.3	29046.5
32432.2	29046.5
32432.1	29046.4
32432	29046.4
32431.9	29046.3
32431.8	29046.3
32431.7	29046.2
32431.6	29046.2
