42	2	9	53	3	1
42	7	7	56	4	3
36	6	5	47	3	2
23	12	0	35	2	5
51	9	3	63	4	3
39	6	10	55	3	2
40	11	5	56	2	4
27	22	13	62	1	11
52	10	7	69	4	4
25	13	3	41	1	5
22	9	1	32	1	4
35	5	7	47	3	2
46	11	3	60	4	5
12	6	11	29	1	2
24	8	1	33	2	3
10	34	2	46	1	17
50	3	7	60	3	1
38	8	0	46	3	3
31	4	7	42	3	2
28	6	22	56	1	3
23	3	5	31	2	1
31	5	2	38	1	2
25	12	0	37	2	5
42	3	4	49	3	1
34	12	6	52	2	5
