t	v
578.62	-33.08741788
579.72	-33.65801471
580.82	-34.2401675
581.92	-34.83505326
583.02	-35.44384628
584.12	-36.06770337
585.22	-36.70774929
586.32	-37.36506389
587.42	-38.04067198
588.52	-38.73553326
589.62	-39.45053258
590.72	-40.18649834
591.82	-40.94421592
592.92	-41.72444571
594.02	-42.52794782
595.12	-43.35551178
596.22	-44.20798989
597.32	-45.08633238
598.42	-45.99162313
599.52	-46.92511458
600.62	-47.88826085
601.72	-48.88274815
602.82	-49.91052173
603.92	-50.97380851
604.545	-51.59475599
604.6	-51.65007897
604.655	-51.70550208
604.71	-51.76102551
604.765	-51.81664953
604.82	-51.87237444
604.875	-51.9282006
604.93	-51.98412836
604.985	-52.04015809
605.04	-52.09629015
605.095	-52.15252492
605.15	-52.20886279
605.205	-52.26530412
605.26	-52.32184931
605.315	-52.37849874
605.37	-52.43525279
605.425	-52.49211185
605.48	-52.54907632
605.535	-52.60614659
605.59	-52.66332305
605.645	-52.7206061
605.7	-52.77799613
605.755	-52.83549355
605.81	-52.89309876
605.865	-52.95081216
605.92	-53.00863416
605.975	-53.06656517
606.03	-53.12460559
606.085	-53.18275584
606.14	-53.24101633
606.195	-53.29938748
606.25	-53.35786969
606.305	-53.4164634
606.36	-53.47516903
606.415	-53.53398698
606.47	-53.5929177
606.525	-53.6519616
606.58	-53.71111911
606.635	-53.77039067
606.69	-53.8297767
606.745	-53.88927764
606.8	-53.94889392
606.855	-54.00862598
606.91	-54.06847426
606.965	-54.1284392
607.02	-54.18852124
607.075	-54.24872082
607.13	-54.30903839
607.185	-54.3694744
607.24	-54.43002929
607.295	-54.49070352
607.35	-54.55149754
607.405	-54.6124118
607.46	-54.67344675
607.515	-54.73460286
607.57	-54.79588058
607.625	-54.85728038
607.68	-54.9188027
607.735	-54.98044802
607.79	-55.04221681
607.845	-55.10410952
607.9	-55.16612662
607.955	-55.22826859
608.01	-55.29053589
608.065	-55.35292899
608.12	-55.41544837
608.175	-55.47809451
608.23	-55.54086787
608.285	-55.60376893
608.34	-55.66679818
608.395	-55.72995609
608.45	-55.79324314
608.505	-55.85665982
608.56	-55.9202066
608.615	-55.98388397
608.67	-56.04769242
608.725	-56.11163243
608.78	-56.17570448
608.835	-56.23990908
608.89	-56.3042467
608.945	-56.36871783
609	-56.43332298
609.055	-56.49806261
609.11	-56.56293724
609.165	-56.62794735
609.22	-56.69309344
609.275	-56.758376
609.33	-56.82379553
609.385	-56.88935252
609.44	-56.95504746
609.495	-57.02088086
609.55	-57.08685321
609.605	-57.15296501
609.66	-57.21921676
609.715	-57.28560895
609.77	-57.35214209
609.825	-57.41881667
609.88	-57.48563318
609.935	-57.55259214
609.99	-57.61969404
610.045	-57.68693937
610.1	-57.75432863
610.155	-57.82186233
610.21	-57.88954096
610.265	-57.95736502
610.32	-58.025335
610.375	-58.09345141
610.43	-58.16171474
610.485	-58.23012548
610.54	-58.29868414
610.595	-58.3673912
610.65	-58.43624716
610.705	-58.50525251
610.76	-58.57440775
610.815	-58.64371336
610.87	-58.71316984
610.925	-58.78277767
610.98	-58.85253734
611.035	-58.92244934
611.09	-58.99251415
611.145	-59.06273225
611.2	-59.13310413
611.255	-59.20363026
611.31	-59.27431112
611.365	-59.3451472
611.42	-59.41613895
611.475	-59.48728686
611.53	-59.55859138
611.585	-59.630053
611.64	-59.70167217
611.695	-59.77344936
611.75	-59.84538501
611.805	-59.9174796
611.86	-59.98973357
611.915	-60.06214738
611.97	-60.13472146
612.025	-60.20745627
612.08	-60.28035224
612.135	-60.35340982
612.19	-60.42662942
612.245	-60.50001149
612.3	-60.57355645
612.355	-60.64726471
612.41	-60.7211367
612.465	-60.79517282
612.52	-60.86937349
612.575	-60.9437391
612.63	-61.01827006
612.685	-61.09296676
612.74	-61.16782957
612.795	-61.2428589
612.85	-61.31805511
612.905	-61.39341857
612.96	-61.46894964
613.015	-61.5446487
613.07	-61.62051608
613.125	-61.69655214
613.18	-61.77275721
613.235	-61.84913162
613.29	-61.92567571
613.345	-62.00238979
613.4	-62.07927416
613.455	-62.15632914
613.51	-62.23355501
613.565	-62.31095207
613.62	-62.38852059
613.675	-62.46626084
613.73	-62.54417309
613.785	-62.62225758
613.84	-62.70051455
613.895	-62.77894425
613.95	-62.8575469
614.005	-62.9363227
614.06	-63.01527187
614.115	-63.09439459
614.17	-63.17369106
614.225	-63.25316143
614.28	-63.33280587
614.335	-63.41262453
614.39	-63.49261754
614.445	-63.57278504
614.5	-63.65312713
614.555	-63.73364391
614.61	-63.81433547
614.665	-63.89520188
614.72	-63.97624321
614.775	-64.0574595
614.83	-64.13885079
614.885	-64.22041708
614.94	-64.30215839
614.995	-64.3840747
615.05	-64.46616599
615.105	-64.54843221
615.16	-64.6308733
615.215	-64.7134892
615.27	-64.7962798
615.325	-64.879245
615.38	-64.96238467
615.435	-65.04569867
615.49	-65.12918684
615.545	-65.21284899
615.6	-65.29668494
615.655	-65.38069445
615.71	-65.46487729
615.765	-65.5492332
615.82	-65.63376191
615.875	-65.71846312
615.93	-65.8033365
615.985	-65.88838172
616.04	-65.97359841
616.095	-66.05898619
616.15	-66.14454465
616.205	-66.23027336
616.26	-66.31617186
616.315	-66.40223968
616.37	-66.48847631
616.425	-66.57488123
616.48	-66.66145389
616.535	-66.74819371
616.59	-66.83510008
616.645	-66.92217238
616.7	-67.00940995
616.755	-67.0968121
616.81	-67.18437813
616.865	-67.2721073
616.92	-67.35999883
616.975	-67.44805194
617.03	-67.53626579
617.085	-67.62463953
617.14	-67.71317228
617.195	-67.80186312
617.25	-67.8907111
617.305	-67.97971524
617.36	-68.06887454
617.415	-68.15818794
617.47	-68.24765438
617.525	-68.33727274
617.58	-68.42704189
617.635	-68.51696063
617.69	-68.60702778
617.745	-68.69724206
617.8	-68.78760222
617.855	-68.87810692
617.91	-68.96875481
617.965	-69.05954451
618.02	-69.15047459
618.075	-69.24154357
618.13	-69.33274996
618.185	-69.42409222
618.24	-69.51556877
618.295	-69.60717798
618.35	-69.69891821
618.405	-69.79078775
618.46	-69.88278486
618.515	-69.97490776
618.57	-70.06715464
618.625	-70.15952364
618.68	-70.25201284
618.735	-70.34462031
618.79	-70.43734407
618.845	-70.53018207
618.9	-70.62313225
618.955	-70.71619249
619.01	-70.80936064
619.065	-70.90263448
619.12	-70.99601179
619.175	-71.08949025
619.23	-71.18306754
619.285	-71.27674128
619.34	-71.37050904
619.395	-71.46436835
619.45	-71.5583167
619.505	-71.65235153
619.56	-71.74647022
619.615	-71.84067014
619.67	-71.93494857
619.725	-72.02930278
619.78	-72.12372997
619.835	-72.21822731
619.89	-72.31279192
619.945	-72.40742087
620	-72.50211118
620.055	-72.59685984
620.11	-72.69166378
620.165	-72.78651988
620.22	-72.88142499
620.275	-72.9763759
620.33	-73.07136936
620.385	-73.16640209
620.44	-73.26147073
620.495	-73.3565719
620.55	-73.45170217
620.605	-73.54685807
620.66	-73.64203608
620.715	-73.73723263
620.77	-73.83244411
620.825	-73.92766687
620.88	-74.02289723
620.935	-74.11813144
620.99	-74.21336573
621.045	-74.30859627
621.1	-74.4038192
621.155	-74.49903063
621.21	-74.5942266
621.265	-74.68940314
621.32	-74.78455623
621.375	-74.87968181
621.43	-74.97477578
621.485	-75.06983401
621.54	-75.16485233
621.595	-75.25982654
621.65	-75.35475239
621.705	-75.44962561
621.76	-75.5444419
621.815	-75.63919692
621.87	-75.7338863
621.925	-75.82850564
621.98	-75.9230505
622.035	-76.01751645
622.09	-76.11189898
622.145	-76.20619359
622.2	-76.30039575
622.255	-76.39450089
622.31	-76.48850443
622.365	-76.58240177
622.42	-76.67618829
622.475	-76.76985933
622.53	-76.86341024
622.585	-76.95683635
622.64	-77.05013294
622.695	-77.14329533
622.75	-77.23631878
622.805	-77.32919856
622.86	-77.42192993
622.915	-77.51450814
622.97	-77.60692843
623.025	-77.69918603
623.08	-77.79127618
623.135	-77.88319409
623.19	-77.97493501
623.245	-78.06649415
623.3	-78.15786674
623.355	-78.24904801
623.41	-78.34003321
623.465	-78.43081755
623.52	-78.52139631
623.575	-78.61176473
623.63	-78.70191809
623.685	-78.79185166
623.74	-78.88156074
623.795	-78.97104064
623.85	-79.0602867
623.905	-79.14929425
623.96	-79.23805866
624.015	-79.32657532
624.07	-79.41483965
624.125	-79.50284708
624.18	-79.59059307
624.235	-79.67807312
624.29	-79.76528275
624.345	-79.85221752
624.4	-79.938873
624.455	-80.02524482
624.51	-80.11132864
624.565	-80.19712015
624.62	-80.28261508
624.675	-80.36780921
624.73	-80.45269835
624.785	-80.53727836
624.84	-80.62154514
624.895	-80.70549464
624.95	-80.78912286
625.005	-80.87242584
625.06	-80.95539968
625.115	-81.03804052
625.17	-81.12034457
625.225	-81.20230807
625.28	-81.28392734
625.335	-81.36519874
625.39	-81.44611869
625.445	-81.52668368
625.5	-81.60689023
625.555	-81.68673497
625.61	-81.76621453
625.665	-81.84532567
625.72	-81.92406515
625.775	-82.00242983
625.83	-82.08041664
625.885	-82.15802256
625.94	-82.23524464
625.995	-82.31208001
626.05	-82.38852584
626.105	-82.4645794
626.16	-82.54023801
626.215	-82.61549908
626.27	-82.69036008
626.325	-82.76481853
626.38	-82.83887207
626.435	-82.91251837
626.49	-82.98575519
626.545	-83.05858036
626.6	-83.13099179
626.655	-83.20298745
626.71	-83.27456541
626.765	-83.34572378
626.82	-83.41646078
626.875	-83.48677467
626.93	-83.5566638
626.985	-83.62612661
627.04	-83.69516159
627.095	-83.76376732
627.15	-83.83194246
627.205	-83.89968571
627.26	-83.96699588
627.315	-84.03387185
627.37	-84.10031257
627.425	-84.16631704
627.48	-84.23188437
627.535	-84.29701373
627.59	-84.36170434
627.645	-84.42595554
627.7	-84.48976669
627.755	-84.55313726
627.81	-84.61606677
627.865	-84.67855482
627.92	-84.74060108
627.975	-84.80220529
628.03	-84.86336724
628.085	-84.92408681
628.14	-84.98436395
628.195	-85.04419866
628.25	-85.10359101
628.305	-85.16254115
628.36	-85.22104928
628.415	-85.27911566
628.47	-85.33674064
628.525	-85.3939246
628.58	-85.450668
628.635	-85.50697135
628.69	-85.56283524
628.745	-85.61826029
628.8	-85.6732472
628.855	-85.72779672
628.91	-85.78190966
628.965	-85.83558688
629.02	-85.88882929
629.075	-85.94163787
629.13	-85.99401364
629.185	-86.04595768
629.24	-86.0974711
629.295	-86.14855509
629.35	-86.19921086
629.405	-86.2494397
629.46	-86.29924291
629.515	-86.34862186
629.57	-86.39757797
629.625	-86.44611267
629.68	-86.49422748
629.735	-86.54192392
629.79	-86.58920357
629.845	-86.63606805
629.9	-86.68251902
629.955	-86.72855817
630.01	-86.77418722
630.065	-86.81940796
630.12	-86.86422217
630.175	-86.9086317
630.23	-86.9526384
630.285	-86.99624419
630.34	-87.03945098
630.395	-87.08226075
630.45	-87.12467547
630.505	-87.16669717
630.56	-87.20832789
630.615	-87.2495697
630.67	-87.29042469
630.725	-87.33089499
630.78	-87.37098273
630.835	-87.41069009
630.89	-87.45001924
630.945	-87.4889724
631	-87.52755178
631.055	-87.56575965
631.11	-87.60359825
631.165	-87.64106987
631.22	-87.67817681
631.275	-87.71492138
631.33	-87.7513059
631.385	-87.78733272
631.44	-87.82300419
631.495	-87.85832268
631.55	-87.89329056
631.605	-87.92791022
631.66	-87.96218406
631.715	-87.99611449
631.77	-88.02970392
631.825	-88.06295478
631.88	-88.0958695
631.935	-88.12845051
631.99	-88.16070027
632.045	-88.19262121
632.1	-88.22421579
632.155	-88.25548647
632.21	-88.28643571
632.265	-88.31706597
632.32	-88.34737972
632.375	-88.37737942
632.43	-88.40706753
632.485	-88.43644654
632.54	-88.4655189
632.595	-88.49428708
632.65	-88.52275354
632.705	-88.55092076
632.76	-88.57879119
632.815	-88.60636729
632.87	-88.63365151
632.925	-88.66064631
632.98	-88.68735414
633.035	-88.71377744
633.09	-88.73991864
633.145	-88.76578018
633.2	-88.79136449
633.255	-88.81667398
633.31	-88.84171108
633.365	-88.86647819
633.42	-88.8909777
633.475	-88.91521202
633.53	-88.93918352
633.585	-88.96289459
633.64	-88.98634758
633.695	-89.00954486
633.75	-89.03248878
633.835	-89.06746686
633.945	-89.11186249
634.055	-89.15528598
634.165	-89.19775564
634.275	-89.23928963
634.385	-89.27990591
634.495	-89.31962223
634.605	-89.35845618
634.715	-89.39642511
634.825	-89.4335462
634.935	-89.46983638
635.045	-89.50531239
635.155	-89.53999073
635.265	-89.57388771
635.375	-89.60701939
635.485	-89.63940159
635.595	-89.67104994
635.705	-89.7019798
635.815	-89.73220631
635.925	-89.7617444
636.035	-89.79060873
636.145	-89.81881374
636.255	-89.84637364
636.365	-89.87330241
636.475	-89.89961377
636.585	-89.92532123
636.695	-89.95043805
636.805	-89.97497728
636.915	-89.99895172
637.025	-90.02237394
637.135	-90.04525628
637.245	-90.06761087
637.355	-90.0894496
637.465	-90.11078414
637.575	-90.13162593
637.685	-90.1519862
637.795	-90.17187597
637.905	-90.19130602
638.015	-90.21028694
638.125	-90.2288291
638.235	-90.24694267
638.345	-90.26463759
638.455	-90.28192364
638.565	-90.29881035
638.675	-90.3153071
638.785	-90.33142304
638.895	-90.34716714
639.005	-90.36254818
639.115	-90.37757477
639.225	-90.39225531
639.335	-90.40659803
639.445	-90.42061099
639.555	-90.43430206
639.665	-90.44767896
639.775	-90.46074922
639.885	-90.47352021
639.995	-90.48599914
640.105	-90.49819306
640.215	-90.51010886
640.325	-90.52175327
640.435	-90.53313288
640.545	-90.54425413
640.655	-90.5551233
640.765	-90.56574653
640.875	-90.57612984
640.985	-90.58627908
641.095	-90.59619999
641.205	-90.60589817
641.315	-90.61537908
641.425	-90.62464806
641.535	-90.63371034
641.645	-90.642571
641.755	-90.65123502
641.865	-90.65970726
641.975	-90.66799245
642.085	-90.67609522
642.195	-90.6840201
642.305	-90.6917715
642.415	-90.69935371
642.525	-90.70677095
642.635	-90.71402732
642.745	-90.72112681
642.855	-90.72807334
642.965	-90.73487072
643.075	-90.74152266
643.185	-90.7480328
643.295	-90.75440468
643.405	-90.76064175
643.515	-90.76674738
643.625	-90.77272486
643.735	-90.7785774
643.845	-90.78430813
643.955	-90.78992009
644.065	-90.79541627
644.175	-90.80079957
644.285	-90.80607282
644.395	-90.81123878
644.505	-90.81630014
644.615	-90.82125953
644.725	-90.82611951
644.835	-90.83088258
644.945	-90.83555117
645.055	-90.84012766
645.165	-90.84461437
645.275	-90.84901354
645.385	-90.85332738
645.495	-90.85755803
645.605	-90.86170759
645.715	-90.8657781
645.825	-90.86977154
645.935	-90.87368985
646.045	-90.87753493
646.155	-90.8813086
646.265	-90.88501267
646.375	-90.88864888
646.485	-90.89221895
646.595	-90.89572452
646.705	-90.89916723
646.815	-90.90254866
646.925	-90.90587033
647.035	-90.90913375
647.145	-90.91234039
647.255	-90.91549166
647.365	-90.91858896
647.475	-90.92163363
647.585	-90.924627
647.695	-90.92757036
647.805	-90.93046494
647.915	-90.93331199
648.025	-90.93611267
648.135	-90.93886816
648.245	-90.94157957
648.355	-90.94424802
648.465	-90.94687457
648.575	-90.94946027
648.685	-90.95200613
648.975	-90.95856041
650.075	-90.98126318
651.175	-91.00107215
652.275	-91.01862828
653.375	-91.03442381
654.475	-91.04883673
655.575	-91.06215728
656.675	-91.07460848
657.775	-91.08636177
658.875	-91.09754915
659.975	-91.10827235
661.075	-91.11860998
662.175	-91.12862291
663.275	-91.13835846
664.375	-91.14785354
665.475	-91.15713709
666.575	-91.16623193
667.675	-91.17515622
668.775	-91.18392446
669.875	-91.19254841
670.975	-91.20103766
672.075	-91.20940015
673.175	-91.21764252
674.275	-91.22577041
675.375	-91.23378867
676.475	-91.24170151
677.575	-91.24951267
678.675	-91.25722548
679.775	-91.26484296
680.875	-91.27236786
681.975	-91.27980271
683.075	-91.28714986
684.175	-91.29441153
685.275	-91.30158977
686.375	-91.30868656
687.475	-91.31570374
688.575	-91.32264308
689.675	-91.32950628
690.11	-91.33219969
690.165	-91.33253938
690.22	-91.33287888
690.275	-91.33321819
690.33	-91.33355732
690.385	-91.33389627
690.44	-91.33423503
690.495	-91.33457361
690.55	-91.334912
690.605	-91.33525021
690.66	-91.33558823
690.715	-91.33592607
690.77	-91.33626373
690.825	-91.3366012
690.88	-91.33693849
690.935	-91.3372756
690.99	-91.33761253
691.045	-91.33794927
691.1	-91.33828583
691.155	-91.33862221
691.21	-91.33895841
691.265	-91.33929442
691.32	-91.33963026
691.375	-91.33996591
691.43	-91.34030138
691.485	-91.34063667
691.54	-91.34097178
691.595	-91.34130671
691.65	-91.34164146
691.705	-91.34197603
691.76	-91.34231042
691.815	-91.34264463
691.87	-91.34297866
691.925	-91.34331251
691.98	-91.34364618
692.035	-88.1566517
692.09	-83.81234558
692.145	-79.49565321
692.2	-75.19161485
692.255	-70.88912757
692.31	-66.58076975
692.365	-62.26124214
692.42	-57.92238811
692.46	-54.74119438
692.465	-54.34082513
692.47	-53.93962568
692.475	-53.53750679
692.48	-53.13436957
692.485	-52.73010457
692.49	-52.32459081
692.495	-51.91769479
692.5	-51.90926934
692.505	-51.89932393
692.51	-51.88783717
692.515	-51.87479563
692.52	-51.86019289
692.525	-51.8440286
692.53	-51.82630758
692.535	-51.80703898
692.54	-51.78623549
692.545	-51.76391264
692.55	-51.74008818
692.555	-51.71478147
692.56	-51.68801298
692.565	-51.65980383
692.57	-51.63017539
692.575	-51.59914894
692.58	-51.56674539
692.585	-51.53298498
692.59	-51.49788706
692.595	-51.46146998
692.6	-51.42375083
692.605	-51.38474539
692.61	-51.344468
692.615	-51.30293146
692.62	-51.260147
692.625	-51.21612418
692.63	-51.17087088
692.635	-51.12439326
692.64	-51.07669575
692.645	-51.027781
692.65	-50.97764991
692.655	-50.9263016
692.66	-50.87373341
692.665	-50.81994087
692.67	-50.76491776
692.675	-50.70865606
692.68	-50.65114593
692.685	-50.59237578
692.69	-50.53233217
692.695	-50.47099988
692.7	-50.40836184
692.705	-50.34439916
692.71	-50.27909109
692.715	-50.21241499
692.72	-50.14434632
692.725	-50.07485859
692.73	-50.00392336
692.735	-49.93151016
692.74	-49.85758645
692.745	-49.78211761
692.75	-49.70506682
692.755	-49.62639504
692.76	-49.54606092
692.765	-49.46402076
692.77	-49.38022835
692.775	-49.29463497
692.78	-49.2071892
692.785	-49.11783691
692.79	-49.02652104
692.795	-48.93318156
692.8	-48.83775528
692.805	-48.74017573
692.81	-48.640373
692.815	-48.53827356
692.82	-48.43380007
692.825	-48.32687122
692.83	-48.21740148
692.835	-48.1053009
692.84	-47.99047486
692.845	-47.87282381
692.85	-47.75224299
692.855	-47.62862214
692.86	-47.50184518
692.865	-47.37178986
692.87	-47.23832742
692.875	-47.10132214
692.88	-46.96063099
692.885	-46.81610315
692.89	-46.6675795
692.895	-46.51489216
692.9	-46.35786388
692.905	-46.19630751
692.91	-46.03002532
692.915	-45.85880832
692.92	-45.68243558
692.925	-45.50067341
692.93	-45.31327457
692.935	-45.11997735
692.94	-44.92050465
692.945	-44.71456299
692.95	-44.5018414
692.955	-44.28201033
692.96	-44.0547204
692.965	-43.81960118
692.97	-43.57625979
692.975	-43.32427955
692.98	-43.06321844
692.985	-42.7926076
692.99	-42.51194971
692.995	-42.22071737
693	-41.91835147
693.005	-41.60425945
693.01	-41.27781376
693.015	-40.93835025
693.02	-40.58516678
693.025	-40.21752201
693.03	-39.83463455
693.035	-39.4356825
693.04	-39.0198037
693.045	-38.58609692
693.05	-38.13362418
693.055	-37.66141486
693.06	-37.16867125
693.065	-36.65429882
693.07	-36.1171571
693.075	-35.55606171
693.08	-34.96978747
693.085	-34.35707277
693.09	-33.71662548
693.095	-33.04713051
693.1	-32.34725949
693.105	-31.61568258
693.11	-30.85108285
693.115	-30.0521734
693.12	-29.21771753
693.125	-28.34655207
693.13	-27.43761405
693.135	-26.48997077
693.14	-25.50285312
693.145	-24.47569189
693.15	-23.4081565
693.155	-22.30019537
693.16	-21.15207659
693.165	-19.96442764
693.17	-18.73827185
693.175	-17.47505984
693.18	-16.17669309
693.185	-14.84553743
693.19	-13.48442388
693.195	-12.09663499
693.2	-10.68587527
693.205	-9.256225464
693.21	-7.812081367
693.215	-6.358079279
693.22	-4.899011225
693.225	-3.439734003
693.23	-1.985076617
693.235	-0.539750655
693.24	0.891732209
693.245	2.305132216
693.25	3.696540649
693.255	5.062424778
693.26	6.399658306
693.265	7.705537889
693.27	8.977786962
693.275	10.21454856
693.28	11.41436907
693.285	12.57617506
693.29	13.69924494
693.295	14.78317744
693.3	15.82785837
693.305	16.83342683
693.31	17.80024203
693.315	18.72885133
693.32	19.61996018
693.325	20.47440417
693.33	21.29312361
693.335	22.07714059
693.34	22.82753851
693.345	23.54544419
693.35	24.23201227
693.355	24.88841183
693.36	25.51581503
693.365	26.11538764
693.37	26.68828117
693.375	27.23562649
693.38	27.7585288
693.385	28.25806363
693.39	28.73527387
693.395	29.19116764
693.4	29.62671683
693.405	30.04285623
693.41	30.44048319
693.415	30.82045759
693.42	31.18360226
693.425	31.53070357
693.43	31.86251223
693.435	32.17974428
693.44	32.48308216
693.445	32.77317592
693.45	33.05064441
693.455	33.31607652
693.46	33.57003249
693.465	33.81304518
693.47	34.04562125
693.475	34.2682425
693.48	34.48136696
693.485	34.68543013
693.49	34.88084605
693.495	35.06800843
693.5	35.24729164
693.505	35.41905173
693.51	35.58362734
693.515	35.74134067
693.52	35.89249824
693.525	36.0373918
693.53	36.17629903
693.535	36.30948429
693.54	36.43719936
693.545	36.55968401
693.55	36.67716669
693.555	36.78986508
693.56	36.89798666
693.565	37.00172922
693.57	37.10128136
693.575	37.19682298
693.58	37.28852567
693.585	37.37655317
693.59	37.46106175
693.595	37.54220059
693.6	37.62011211
693.605	37.69493232
693.61	37.76679113
693.615	37.83581265
693.62	37.90211547
693.625	37.96581293
693.63	38.02701335
693.635	38.0858203
693.64	38.1423328
693.645	38.19664557
693.65	38.24884916
693.655	38.29903024
693.66	38.34727171
693.665	38.39365288
693.67	38.43824967
693.675	38.48113475
693.68	38.52237766
693.685	38.56204499
693.69	38.60020048
693.695	38.63690519
693.7	38.67221757
693.705	38.7061936
693.71	38.73888693
693.715	38.77034891
693.72	38.80062876
693.725	38.82977362
693.73	38.85782866
693.735	38.88483717
693.74	38.91084061
693.745	38.93587874
693.75	38.95998963
693.755	38.98320981
693.76	39.00557425
693.765	39.02711648
693.77	39.04786866
693.775	39.06786158
693.78	39.08712479
693.785	39.1056866
693.79	39.12357414
693.795	39.14081343
693.8	39.15742941
693.805	39.173446
693.81	39.1888861
693.815	39.20377171
693.82	39.21812387
693.825	39.2319628
693.83	39.24530783
693.835	39.25817755
693.84	39.27058973
693.845	39.28256143
693.85	39.294109
693.855	39.30524811
693.86	39.31599379
693.865	39.32636043
693.87	39.33636182
693.875	39.34601121
693.88	39.35532126
693.885	39.36430412
693.89	39.37297144
693.895	39.38133436
693.9	39.38940358
693.905	39.39718934
693.91	39.40470145
693.915	39.41194931
693.92	39.41894193
693.925	39.42568792
693.93	39.43219555
693.935	39.43847273
693.94	39.44452703
693.995	39.49828296
694.05	39.53319714
694.105	39.55391859
694.16	39.56320895
694.215	39.56264111
694.27	39.55304844
694.325	39.53481381
694.38	39.50805534
694.435	39.47274536
694.49	39.42878607
694.545	39.37605724
694.6	39.31444564
694.655	39.24386266
694.71	39.16425434
694.765	39.07560635
694.82	38.97794581
694.875	38.87134104
694.93	38.75590009
694.985	38.63176837
695.04	38.49912588
695.095	38.35818419
695.15	38.20918331
695.205	38.05238853
695.26	37.88808734
695.315	37.71658646
695.37	37.53820899
695.425	37.35329166
695.48	37.16218234
695.535	36.96523756
695.59	36.76282038
695.645	36.55529823
695.7	36.34304103
695.755	36.12641947
695.81	35.90580333
695.865	35.68156009
695.92	35.45405354
695.975	35.22364264
696.03	34.99068041
696.085	34.755513
696.14	34.51847884
696.195	34.27990793
696.25	34.04012115
696.305	33.79942976
696.36	33.55813494
696.415	33.31652739
696.47	33.07488703
696.525	32.8334828
696.58	32.59257243
696.635	32.35240238
696.69	32.11320775
696.745	31.87521231
696.8	31.63862848
696.855	31.40365748
696.91	31.17048937
696.965	30.93930328
697.02	30.71026751
697.075	30.4835398
697.13	30.25926754
697.185	30.037588
697.24	29.81862862
697.295	29.6025073
697.35	29.38933265
697.405	29.17920438
697.46	28.97221351
697.515	28.76844278
697.57	28.56796692
697.625	28.370853
697.68	28.17716072
697.735	27.98694279
697.79	27.80024521
697.845	27.61710761
697.9	27.43756356
697.955	27.26164087
698.01	27.08936191
698.065	26.92074388
698.12	26.75579913
698.175	26.59453542
698.23	26.4369562
698.285	26.28306085
698.34	26.13284497
698.395	25.98630059
698.45	25.84341643
698.505	25.70417809
698.56	25.56856831
698.615	25.43656712
698.67	25.30815208
698.725	25.18329845
698.78	25.06197935
698.835	24.94416595
698.89	24.82982762
698.945	24.71893207
699	24.61144549
699.055	24.5073327
699.11	24.40655726
699.165	24.3090816
699.22	24.21486711
699.275	24.12387426
699.33	24.03606268
699.385	23.95139127
699.44	23.86981828
699.495	23.79130137
699.55	23.71579771
699.605	23.64326402
699.66	23.57365668
699.715	23.50693173
699.77	23.44304496
699.825	23.38195196
699.88	23.32360818
699.935	23.26796894
699.99	23.21498949
700.045	23.16462506
700.1	23.11683088
700.155	23.07156222
700.21	23.02877443
700.265	22.98842293
700.32	22.95046329
700.375	22.91485125
700.43	22.88154268
700.485	22.85049368
700.54	22.82166056
700.595	22.79499988
700.65	22.77046843
700.705	22.74802329
700.76	22.72762182
700.815	22.70922171
700.87	22.69278092
700.925	22.67825778
700.98	22.66561095
701.035	22.65479945
701.09	22.64578264
701.145	22.63852029
701.2	22.63297252
701.255	22.62909988
701.31	22.62686329
701.365	22.6262241
701.42	22.62714405
701.475	22.62958533
701.53	22.63351054
701.585	22.63888272
701.64	22.64566536
701.695	22.65382238
701.75	22.66331816
701.805	22.67411752
701.86	22.68618575
701.915	22.69948858
701.97	22.71399224
702.025	22.72966338
702.08	22.74646915
702.135	22.76437717
702.19	22.78335551
702.245	22.80337273
702.3	22.82439787
702.355	22.84640042
702.41	22.86935037
702.465	22.89321818
702.52	22.91797478
702.575	22.94359158
702.63	22.97004048
702.685	22.99729382
702.74	23.02532445
702.795	23.05410567
702.85	23.08361127
702.905	23.11381548
702.96	23.14469303
703.015	23.1762191
703.07	23.20836933
703.125	23.24111983
703.18	23.27444717
703.235	23.30832835
703.29	23.34274085
703.345	23.37766259
703.4	23.41307193
703.455	23.44894767
703.51	23.48526907
703.565	23.52201578
703.62	23.55916792
703.675	23.59670601
703.73	23.63461101
703.785	23.67286428
703.84	23.7114476
703.895	23.75034314
703.95	23.78953351
704.005	23.82900167
704.06	23.868731
704.115	23.90870527
704.17	23.94890861
704.225	23.98932554
704.28	24.02994095
704.335	24.0707401
704.39	24.1117086
704.445	24.15283242
704.5	24.19409787
704.555	24.23549162
704.61	24.27700068
704.665	24.31861236
704.72	24.36031434
704.775	24.4020946
704.83	24.44394142
704.885	24.48584343
704.955	24.53925133
705.065	24.62330106
705.175	24.70738859
705.285	24.7914363
705.395	24.87537088
705.505	24.95912318
705.615	25.04262806
705.725	25.12582421
705.835	25.20865399
705.945	25.2910633
706.055	25.37300139
706.165	25.45442075
706.275	25.53527694
706.385	25.61552846
706.495	25.69513661
706.605	25.77406537
706.715	25.85228125
706.825	25.9297532
706.935	26.00645246
707.045	26.08235244
707.155	26.15742867
707.265	26.23165861
707.375	26.30502162
707.485	26.3774988
707.595	26.44907295
707.705	26.51972844
707.815	26.58945116
707.925	26.65822841
708.035	26.72604881
708.145	26.79290226
708.255	26.85877986
708.365	26.9236738
708.475	26.98757737
708.585	27.05048481
708.695	27.11239133
708.805	27.17329298
708.915	27.23318668
709.025	27.29207009
709.135	27.34994161
709.245	27.4068003
