t	v
167.35	27.69246432
167.46	27.74673399
167.57	27.79999745
167.68	27.85225601
167.79	27.90351148
167.9	27.95376609
168.01	28.00302251
168.12	28.05128379
168.23	28.09855335
168.34	28.14483493
168.45	28.19013258
168.56	28.23445063
168.67	28.27779371
168.78	28.32016664
168.89	28.3615745
169	28.40202256
169.11	28.44151627
169.22	28.48006127
169.33	28.51766334
169.44	28.5543284
169.55	28.59006252
169.66	28.62487186
169.77	28.65876269
169.88	28.69174138
169.99	28.72381437
170.1	28.75498819
170.21	28.78526941
170.32	28.81466468
170.43	28.84318068
170.54	28.87082413
170.65	28.89760179
170.76	28.92352045
170.87	28.9485869
170.98	28.97280797
171.09	28.99619049
171.2	29.0187413
171.31	29.04046722
171.42	29.06137509
171.53	29.08147174
171.64	29.10076398
171.75	29.11925862
171.86	29.13696244
171.97	29.1538822
172.08	29.17002465
172.19	29.18539652
172.3	29.20000449
172.41	29.21385523
172.52	29.22695537
172.63	29.23931154
172.74	29.25093028
172.85	29.26181815
172.96	29.27198164
173.07	29.28142723
173.18	29.29016133
173.29	29.29819035
173.4	29.30552063
173.51	29.31215848
173.62	29.31811018
173.73	29.32338196
173.84	29.32798
173.95	29.33191046
174.06	29.33517943
174.17	29.337793
174.28	29.33975717
174.39	29.34107792
174.5	29.3417612
174.61	29.3418129
174.72	29.34123886
174.83	29.34004489
174.94	29.33823676
175.05	29.3358202
175.16	29.33280088
175.27	29.32918444
175.38	29.32497647
175.49	29.32018253
175.6	29.31480812
175.71	29.30885872
175.82	29.30233975
175.93	29.29525659
176.04	29.2876146
176.15	29.27941906
176.26	29.27067525
176.37	29.26138838
176.48	29.25156363
176.59	29.24120614
176.7	29.23032102
176.81	29.21891331
176.92	29.20698805
177.03	29.19455021
177.14	29.18160473
177.25	29.16815653
177.36	29.15421045
177.47	29.13977134
177.58	29.12484397
177.69	29.10943311
177.8	29.09354346
177.91	29.0771797
178.92	28.9031103
180.02	28.67240718
181.12	28.40291101
182.22	28.09847401
183.32	27.7626398
184.42	27.39866301
185.52	27.00952763
186.62	26.59796381
187.72	26.16646369
188.82	25.71729642
189.92	25.25252282
191.02	24.7740097
192.12	24.28344385
193.22	23.78234585
194.32	23.2720834
195.42	22.75388438
196.52	22.22884924
197.62	21.6979629
198.72	21.16210597
199.82	20.62206517
200.92	20.07854307
202.02	19.53216692
203.12	18.98349679
204.22	18.43303275
205.32	17.88122139
206.42	17.32846142
207.52	16.77510863
208.62	16.22148001
209.72	15.66785732
210.82	15.11448988
211.92	14.56159691
213.02	14.00936929
214.12	13.45797087
215.22	12.90753942
216.32	12.35818725
217.42	11.81000167
218.52	11.26304519
219.62	10.71735582
220.72	10.1729472
221.82	9.629808926
222.92	9.087906967
224.02	8.547184257
225.12	8.007561505
226.22	7.468938246
227.32	6.93119413
228.42	6.394190466
229.52	5.857771986
230.62	5.321768836
231.72	4.785998742
232.82	4.250269338
233.92	3.71438061
235.02	3.178127435
236.12	2.641302167
237.22	2.103697246
238.32	1.565107809
239.42	1.025334254
240.52	0.484184765
241.62	-0.058522247
242.72	-0.60295579
243.82	-1.14927004
244.92	-1.697602203
246.02	-2.248070506
247.12	-2.800772314
248.22	-3.355782393
249.32	-3.913151317
250.42	-4.472904021
251.52	-5.035038532
252.62	-5.599524846
253.72	-6.166304002
254.82	-6.735287329
255.92	-7.30635591
257.02	-7.87936026
258.12	-8.45412026
259.22	-9.030425375
260.32	-9.608035212
261.42	-10.18668048
262.52	-10.76606446
263.62	-11.34586499
264.72	-11.92573727
265.82	-12.5053174
266.92	-13.08422684
268.02	-13.66207796
269.12	-14.23848046
270.22	-14.8130488
271.32	-15.3854102
272.42	-15.95521307
273.52	-16.52213519
274.62	-17.08589137
275.72	-17.64623978
276.82	-18.20298685
277.92	-18.75599023
279.02	-19.30515994
280.12	-19.85045785
281.22	-20.39189572
282.32	-20.92953248
283.42	-21.46347094
284.52	-21.99385462
285.62	-22.52086491
286.72	-23.04471877
287.82	-23.56566735
288.92	-24.0839953
290.02	-24.60002095
291.12	-25.11409726
292.22	-25.62661337
293.32	-26.1379968
294.42	-26.64871588
295.52	-27.15928268
296.62	-27.67025586
297.72	-28.18224368
298.82	-28.69590675
299.92	-29.21196045
301.02	-29.73117689
302.12	-30.25438607
303.22	-30.78247616
304.32	-31.31639248
305.42	-31.85713513
306.52	-32.40575486
307.62	-32.96334699
308.72	-33.53104333
309.82	-34.11000192
310.92	-34.70139491
312.02	-35.3063948
313.12	-35.92615984
314.22	-36.56181941
315.32	-37.21446063
316.42	-37.88511764
317.52	-38.57476226
318.62	-39.28429128
319.72	-40.01454119
320.82	-40.76630233
321.92	-41.54033516
323.02	-42.33739344
324.12	-43.1582529
325.22	-44.00374364
326.32	-44.87478488
327.42	-45.77242048
328.52	-46.69785401
329.62	-47.65248214
330.72	-48.63792563
331.82	-49.65605707
332.92	-50.70902442
333.83	-51.60818964
333.885	-51.66346261
333.94	-51.71883558
333.995	-51.7743087
334.05	-51.82988222
334.105	-51.88555644
334.16	-51.94133169
334.215	-51.99720834
334.27	-52.05318674
334.325	-52.10926726
334.38	-52.16545028
334.435	-52.22173617
334.49	-52.27812532
334.545	-52.3346181
334.6	-52.39121491
334.655	-52.44791611
334.71	-52.50472211
334.765	-52.5616333
334.82	-52.61865005
334.875	-52.67577278
334.93	-52.73300186
334.985	-52.79033771
335.04	-52.84778072
335.095	-52.90533129
335.15	-52.96298982
335.205	-53.02075672
335.26	-53.0786324
335.315	-53.13661726
335.37	-53.19471171
335.425	-53.25291617
335.48	-53.31123105
335.535	-53.36965676
335.59	-53.42819373
335.645	-53.48684237
335.7	-53.54560311
335.755	-53.60447636
335.81	-53.66346256
335.865	-53.72256212
335.92	-53.78177549
335.975	-53.84110308
336.03	-53.90054533
336.085	-53.96010268
336.14	-54.01977556
336.195	-54.0795644
336.25	-54.13946965
336.305	-54.19949175
336.36	-54.25963113
336.415	-54.31988825
336.47	-54.38026355
336.525	-54.44075748
336.58	-54.50137048
336.635	-54.56210301
336.69	-54.62295552
336.745	-54.68392846
336.8	-54.74502228
336.855	-54.80623746
336.91	-54.86757444
336.965	-54.92903368
337.02	-54.99061564
337.075	-55.0523208
337.13	-55.11414961
337.185	-55.17610254
337.24	-55.23818005
337.295	-55.30038262
337.35	-55.36271071
337.405	-55.42516481
337.46	-55.48774537
337.515	-55.55045287
337.57	-55.6132878
337.625	-55.67625061
337.68	-55.73934181
337.735	-55.80256185
337.79	-55.86591123
337.845	-55.92939042
337.9	-55.99299991
337.955	-56.05674018
338.01	-56.12061171
338.065	-56.18461499
338.12	-56.24875051
338.175	-56.31301875
338.23	-56.37742021
338.285	-56.44195536
338.34	-56.5066247
338.395	-56.57142873
338.45	-56.63636793
338.505	-56.70144279
338.56	-56.76665381
338.615	-56.83200148
338.67	-56.8974863
338.725	-56.96310876
338.78	-57.02886935
338.835	-57.09476857
338.89	-57.16080692
338.945	-57.22698489
339	-57.29330297
339.055	-57.35976168
339.11	-57.42636149
339.165	-57.49310291
339.22	-57.55998644
339.275	-57.62701257
339.33	-57.69418179
339.385	-57.76149462
339.44	-57.82895153
339.495	-57.89655304
339.55	-57.96429963
339.605	-58.0321918
339.66	-58.10023005
339.715	-58.16841486
339.77	-58.23674675
339.825	-58.30522619
339.88	-58.37385368
339.935	-58.44262971
339.99	-58.51155478
340.045	-58.58062937
340.1	-58.64985397
340.155	-58.71922908
340.21	-58.78875517
340.265	-58.85843274
340.32	-58.92826227
340.375	-58.99824423
340.43	-59.06837912
340.485	-59.1386674
340.54	-59.20910957
340.595	-59.27970609
340.65	-59.35045743
340.705	-59.42136408
340.76	-59.49242649
340.815	-59.56364515
340.87	-59.6350205
340.925	-59.70655302
340.98	-59.77824316
341.035	-59.85009138
341.09	-59.92209814
341.145	-59.99426389
341.2	-60.06658907
341.255	-60.13907413
341.31	-60.21171952
341.365	-60.28452566
341.42	-60.357493
341.475	-60.43062197
341.53	-60.503913
341.585	-60.57736649
341.64	-60.65098289
341.695	-60.7247626
341.75	-60.79870603
341.805	-60.87281358
341.86	-60.94708567
341.915	-61.02152268
341.97	-61.096125
342.025	-61.17089302
342.08	-61.24582713
342.135	-61.32092769
342.19	-61.39619508
342.245	-61.47162966
342.3	-61.54723178
342.355	-61.6230018
342.41	-61.69894006
342.465	-61.7750469
342.52	-61.85132264
342.575	-61.92776762
342.63	-62.00438215
342.685	-62.08116654
342.74	-62.15812109
342.795	-62.2352461
342.85	-62.31254184
342.905	-62.3900086
342.96	-62.46764664
343.015	-62.54545623
343.07	-62.62343762
343.125	-62.70159104
343.18	-62.77991674
343.235	-62.85841493
343.29	-62.93708582
343.345	-63.01592962
343.4	-63.09494653
343.455	-63.17413672
343.51	-63.25350036
343.565	-63.33303761
343.62	-63.41274862
343.675	-63.49263354
343.73	-63.57269247
343.785	-63.65292553
343.84	-63.73333283
343.895	-63.81391445
343.95	-63.89467046
344.005	-63.97560093
344.06	-64.05670589
344.115	-64.13798539
344.17	-64.21943943
344.225	-64.30106803
344.28	-64.38287117
344.335	-64.46484883
344.39	-64.54700095
344.445	-64.62932749
344.5	-64.71182837
344.555	-64.79450349
344.61	-64.87735275
344.665	-64.96037603
344.72	-65.04357317
344.775	-65.12694403
344.83	-65.21048841
344.885	-65.29420612
344.94	-65.37809695
344.995	-65.46216065
345.05	-65.54639697
345.105	-65.63080564
345.16	-65.71538635
345.215	-65.80013879
345.27	-65.88506262
345.325	-65.97015748
345.38	-66.05542298
345.435	-66.14085871
345.49	-66.22646426
345.545	-66.31223916
345.6	-66.39818294
345.655	-66.48429511
345.71	-66.57057513
345.765	-66.65702246
345.82	-66.74363653
345.875	-66.83041672
345.93	-66.91736242
345.985	-67.00447298
346.04	-67.09174771
346.095	-67.1791859
346.15	-67.26678683
346.205	-67.35454972
346.26	-67.44247378
346.315	-67.5305582
346.37	-67.61880211
346.425	-67.70720465
346.48	-67.7957649
346.535	-67.8844819
346.59	-67.9733547
346.645	-68.06238229
346.7	-68.15156362
346.755	-68.24089763
346.81	-68.33038322
346.865	-68.42001924
346.92	-68.50980452
346.975	-68.59973787
347.03	-68.68981803
347.085	-68.78004374
347.14	-68.87041368
347.195	-68.9609265
347.25	-69.05158083
347.305	-69.14237525
347.36	-69.23330828
347.415	-69.32437845
347.47	-69.41558421
347.525	-69.506924
347.58	-69.5983962
347.635	-69.68999916
347.69	-69.7817312
347.745	-69.87359059
347.8	-69.96557554
347.855	-70.05768426
347.91	-70.1499149
347.965	-70.24226555
348.02	-70.33473429
348.075	-70.42731914
348.13	-70.52001807
348.185	-70.61282903
348.24	-70.70574992
348.295	-70.79877857
348.35	-70.89191281
348.405	-70.9851504
348.46	-71.07848906
348.515	-71.17192645
348.57	-71.26546023
348.625	-71.35908797
348.68	-71.45280721
348.735	-71.54661545
348.79	-71.64051016
348.845	-71.73448872
348.9	-71.8285485
348.955	-71.92268682
349.01	-72.01690096
349.065	-72.11118812
349.12	-72.20554549
349.175	-72.29997021
349.23	-72.39445936
349.285	-72.48900997
349.34	-72.58361905
349.395	-72.67828355
349.45	-72.77300036
349.505	-72.86776634
349.56	-72.96257832
349.615	-73.05743304
349.67	-73.15232723
349.725	-73.24725758
349.78	-73.3422207
349.835	-73.4372132
349.89	-73.53223159
349.945	-73.6272724
350	-73.72233206
350.055	-73.81740699
350.11	-73.91249356
350.165	-74.00758808
350.22	-74.10268685
350.275	-74.1977861
350.33	-74.29288203
350.385	-74.38797079
350.44	-74.4830485
350.495	-74.57811125
350.55	-74.67315506
350.605	-74.76817593
350.66	-74.86316983
350.715	-74.95813267
350.77	-75.05306035
350.825	-75.14794871
350.88	-75.24279357
350.935	-75.33759071
350.99	-75.43233587
351.045	-75.52702476
351.1	-75.62165307
351.155	-75.71621646
351.21	-75.81071053
351.265	-75.90513087
351.32	-75.99947306
351.375	-76.09373263
351.43	-76.18790508
351.485	-76.2819859
351.54	-76.37597055
351.595	-76.46985446
351.65	-76.56363306
351.705	-76.65730173
351.76	-76.75085585
351.815	-76.84429078
351.87	-76.93760186
351.925	-77.03078441
351.98	-77.12383375
352.035	-77.21674516
352.09	-77.30951393
352.145	-77.40213535
352.2	-77.49460467
352.255	-77.58691716
352.31	-77.67906807
352.365	-77.77105264
352.42	-77.86286612
352.475	-77.95450375
352.53	-78.04596077
352.585	-78.13723244
352.64	-78.22831399
352.695	-78.31920068
352.75	-78.40988776
352.805	-78.5003705
352.86	-78.59064417
352.915	-78.68070405
352.97	-78.77054545
353.025	-78.86016366
353.08	-78.94955401
353.135	-79.03871185
353.19	-79.12763254
353.245	-79.21631144
353.3	-79.30474397
353.355	-79.39292555
353.41	-79.48085163
353.465	-79.56851768
353.52	-79.6559192
353.575	-79.74305173
353.63	-79.82991084
353.685	-79.9164921
353.74	-80.00279117
353.795	-80.08880369
353.85	-80.17452538
353.905	-80.25995196
353.96	-80.34507923
354.015	-80.42990301
354.07	-80.51441915
354.125	-80.59862357
354.18	-80.68251222
354.235	-80.76608111
354.29	-80.84932628
354.345	-80.93224383
354.4	-81.01482991
354.455	-81.09708072
354.51	-81.17899252
354.565	-81.26056163
354.62	-81.34178439
354.675	-81.42265725
354.73	-81.50317667
354.785	-81.58333921
354.84	-81.66314145
354.895	-81.74258007
354.95	-81.82165178
355.005	-81.90035337
355.06	-81.9786817
355.115	-82.05663368
355.17	-82.13420629
355.225	-82.21139658
355.28	-82.28820166
355.335	-82.36461873
355.39	-82.44064502
355.445	-82.51627787
355.5	-82.59151467
355.555	-82.66635288
355.61	-82.74079003
355.665	-82.81482372
355.72	-82.88845165
355.775	-82.96167155
355.83	-83.03448125
355.885	-83.10687864
355.94	-83.17886171
355.995	-83.25042847
356.05	-83.32157707
356.105	-83.39230568
356.16	-83.46261257
356.215	-83.53249609
356.27	-83.60195464
356.325	-83.67098672
356.38	-83.73959089
356.435	-83.80776578
356.49	-83.87551011
356.545	-83.94282266
356.6	-84.0097023
356.655	-84.07614795
356.71	-84.14215862
356.765	-84.20773339
356.82	-84.27287142
356.875	-84.33757193
356.93	-84.40183422
356.985	-84.46565765
357.04	-84.52904168
357.095	-84.59198579
357.15	-84.65448959
357.205	-84.71655272
357.26	-84.7781749
357.315	-84.83935592
357.37	-84.90009564
357.425	-84.96039398
357.48	-85.02025094
357.535	-85.07966656
357.59	-85.13864099
357.645	-85.19717439
357.7	-85.25526702
357.755	-85.31291921
357.81	-85.37013131
357.865	-85.42690378
357.92	-85.48323711
357.975	-85.53913187
358.03	-85.59458865
358.085	-85.64960816
358.14	-85.70419111
358.195	-85.7583383
358.25	-85.81205057
358.305	-85.86532882
358.36	-85.91817401
358.415	-85.97058714
358.47	-86.02256926
358.525	-86.07412149
358.58	-86.12524498
358.635	-86.17594095
358.69	-86.22621064
358.745	-86.27605535
358.8	-86.32547644
358.855	-86.37447529
358.91	-86.42305335
358.965	-86.47121208
359.02	-86.51895301
359.075	-86.5662777
359.13	-86.61318776
359.185	-86.65968482
359.24	-86.70577055
359.295	-86.75144669
359.35	-86.79671496
359.405	-86.84157717
359.46	-86.88603513
359.515	-86.93009069
359.57	-86.97374573
359.625	-87.01700218
359.68	-87.05986197
359.735	-87.10232709
359.79	-87.14439953
359.845	-87.18608132
359.9	-87.22737452
359.955	-87.26828121
360.01	-87.30880349
360.065	-87.3489435
360.12	-87.38870338
360.175	-87.4280853
360.23	-87.46709147
360.285	-87.5057241
360.34	-87.5439854
360.395	-87.58187765
360.45	-87.6194031
360.505	-87.65656405
360.56	-87.69336278
360.615	-87.72980161
360.67	-87.76588288
360.725	-87.80160893
360.78	-87.8369821
360.835	-87.87200478
360.89	-87.90667932
360.945	-87.94100813
