t	v
856.93	16.30001521
857.04	16.31644979
857.15	16.33228416
857.26	16.34752385
857.37	16.36217436
857.48	16.37624119
857.59	16.38972981
857.7	16.40264566
857.81	16.41499415
857.92	16.42678068
858.03	16.43801061
858.14	16.44868927
858.25	16.45882199
858.36	16.46841404
858.47	16.47747067
858.58	16.4859971
858.69	16.49399854
858.8	16.50148013
858.91	16.50844702
859.02	16.5149043
859.13	16.52085704
859.24	16.52631028
859.35	16.53126901
859.46	16.53573822
859.57	16.53972283
859.68	16.54322776
859.79	16.54625787
859.9	16.54881799
860.01	16.55091294
860.12	16.55254747
860.23	16.55372633
860.34	16.5544542
860.45	16.55473575
860.56	16.55457561
860.67	16.55397837
860.78	16.5529486
860.89	16.5514908
861	16.54960946
861.11	16.54730905
861.22	16.54459396
861.33	16.54146859
861.44	16.53793727
861.55	16.53400432
861.66	16.52967399
861.77	16.52495054
861.88	16.51983816
861.99	16.51434101
862.1	16.50846322
862.21	16.50220889
862.32	16.49558207
862.43	16.48858679
862.54	16.48122703
862.65	16.47350674
862.76	16.46542984
862.87	16.45700021
862.98	16.44822169
863.09	16.4390981
863.2	16.4296332
863.31	16.41983075
863.42	16.40969444
863.53	16.39922794
863.64	16.38843491
863.75	16.37731892
863.86	16.36588356
863.97	16.35413236
864.08	16.34206882
864.19	16.32969641
864.3	16.31701855
864.41	16.30403866
864.52	16.29076009
865.62	16.14071195
866.72	15.96423748
867.82	15.76419989
868.92	15.54318028
870.02	15.30349346
871.12	15.04721025
872.22	14.77618011
873.32	14.49205272
874.42	14.19629842
875.52	13.89022693
876.62	13.57500458
877.72	13.25166988
878.82	12.92114752
879.92	12.58426083
881.02	12.24174285
882.12	11.89424611
883.22	11.54235118
884.32	11.18657422
885.42	10.82737355
886.52	10.46515545
887.62	10.10027916
888.72	9.733061321
889.82	9.363779899
890.92	8.992677604
892.02	8.619964966
893.12	8.245823081
894.22	7.870406096
895.32	7.493843459
896.42	7.116242004
897.52	6.737687862
898.62	6.358248267
899.72	5.977973238
900.82	5.596897186
901.92	5.215040436
903.02	4.83241069
904.12	4.449004429
905.22	4.064808265
906.32	3.679800244
907.42	3.293951106
908.52	2.907225503
909.62	2.519583174
910.72	2.130980083
911.82	1.741369514
912.92	1.350703135
914.02	0.958932016
915.12	0.566007611
916.22	0.171882707
917.32	-0.22348767
918.42	-0.620145386
919.52	-1.01812836
920.62	-1.417469772
921.72	-1.818197303
922.82	-2.220332412
923.92	-2.62388965
925.02	-3.028876019
926.12	-3.435290358
927.22	-3.843122779
928.32	-4.252354137
929.42	-4.662955543
930.52	-5.074887923
931.62	-5.488101615
932.72	-5.902536019
933.82	-6.31811929
934.92	-6.734768089
936.02	-7.152387387
937.12	-7.57087032
938.22	-7.99009813
939.32	-8.409940154
940.42	-8.830253912
941.52	-9.25088528
942.62	-9.67166876
943.72	-10.09242789
944.82	-10.51297574
945.92	-10.93311565
947.02	-11.35264204
948.12	-11.77134148
949.22	-12.18899396
950.32	-12.60537435
951.42	-13.02025413
952.52	-13.43340334
953.62	-13.84459275
954.72	-14.25359615
955.82	-14.66019288
956.92	-15.06417039
958.02	-15.46532678
959.12	-15.8634733
960.22	-16.25843667
961.32	-16.65006116
962.42	-17.03821031
963.52	-17.42276827
964.62	-17.80364077
965.72	-18.18075556
966.82	-18.55406245
967.92	-18.92353303
969.02	-19.28915991
970.12	-19.65095583
971.22	-20.00895241
972.32	-20.36319892
973.42	-20.71376086
974.52	-21.06071863
975.62	-21.40416615
976.72	-21.74420968
977.82	-22.08096663
978.92	-22.41456464
980.02	-22.74514069
981.12	-23.07284043
982.22	-23.39781761
983.32	-23.72023372
984.42	-24.04025768
985.52	-24.35806572
986.62	-24.67384137
987.72	-24.98777552
988.82	-25.3000666
989.92	-25.61092088
991.02	-25.92055279
992.12	-26.22918536
993.22	-26.53705076
994.32	-26.84439081
995.42	-27.15145769
996.52	-27.45851458
997.62	-27.76583647
998.72	-28.07371097
999.82	-28.38243919
1000.92	-28.69233668
1002.02	-29.00373447
1003.12	-29.31698003
1004.22	-29.63243845
1005.32	-29.95049348
1006.42	-30.27154874
1007.52	-30.59602882
1008.62	-30.92438048
1009.72	-31.25707369
1010.82	-31.5946027
1011.92	-31.93748698
1013.02	-32.28627198
1014.12	-32.64152975
1015.22	-33.00385923
1016.32	-33.37388631
1017.42	-33.75226344
1018.52	-34.13966883
1019.62	-34.53680518
1020.72	-34.94439779
1021.82	-35.36319221
1022.92	-35.79395129
1024.02	-36.23745173
1025.12	-36.6944803
1026.22	-37.16582981
1027.32	-37.65229508
1028.42	-38.15466916
1029.52	-38.67373261
1030.62	-39.21024972
1031.72	-39.76497916
1032.82	-40.33867375
1033.92	-40.93208262
1035.02	-41.54595673
1036.12	-42.18105724
1037.22	-42.83816698
1038.32	-43.51810458
1039.42	-44.22174124
1040.52	-44.95001977
1041.62	-45.70397546
1042.72	-46.48475855
1043.82	-47.29365761
1044.92	-48.13212354
1046.02	-49.00179352
1047.12	-49.90451439
1048.22	-50.84236481
1049.32	-51.81767513
1050.42	-52.83304398
1051.52	-53.89134932
1052.145	-54.51302305
1052.2	-54.5685518
1052.255	-54.62420197
1052.31	-54.67997376
1052.365	-54.7358675
1052.42	-54.79188356
1052.475	-54.84802236
1052.53	-54.90428435
1052.585	-54.96066995
1052.64	-55.01717962
1052.695	-55.0738138
1052.75	-55.13057294
1052.805	-55.1874575
1052.86	-55.24446793
1052.915	-55.30160469
1052.97	-55.35886823
1053.025	-55.41625901
1053.08	-55.47377749
1053.135	-55.53142413
1053.19	-55.5891994
1053.245	-55.64710375
1053.3	-55.70513766
1053.355	-55.76330159
1053.41	-55.82159601
1053.465	-55.88002138
1053.52	-55.93857819
1053.575	-55.99726689
1053.63	-56.05608796
1053.685	-56.11504187
1053.74	-56.17412911
1053.795	-56.23335015
1053.85	-56.29270546
1053.905	-56.35219552
1053.96	-56.41182082
1054.015	-56.47158183
1054.07	-56.53147903
1054.125	-56.59151292
1054.18	-56.65168397
1054.235	-56.71199266
1054.29	-56.77243949
1054.345	-56.83302493
1054.4	-56.89374949
1054.455	-56.95461364
1054.51	-57.01561787
1054.565	-57.07676268
1054.62	-57.13804855
1054.675	-57.19947597
1054.73	-57.26104545
1054.785	-57.32275747
1054.84	-57.38461252
1054.895	-57.44661109
1054.95	-57.50875369
1055.005	-57.57104081
1055.06	-57.63347293
1055.115	-57.69605056
1055.17	-57.75877419
1055.225	-57.82164432
1055.28	-57.88466145
1055.335	-57.94782606
1055.39	-58.01113866
1055.445	-58.07459974
1055.5	-58.1382098
1055.555	-58.20196934
1055.61	-58.26587885
1055.665	-58.32993882
1055.72	-58.39414976
1055.775	-58.45851216
1055.83	-58.52302651
1055.885	-58.58769331
1055.94	-58.65251306
1055.995	-58.71748624
1056.05	-58.78261335
1056.105	-58.84789489
1056.16	-58.91333134
1056.215	-58.97892319
1056.27	-59.04467094
1056.325	-59.11057508
1056.38	-59.17663609
1056.435	-59.24285445
1056.49	-59.30923066
1056.545	-59.3757652
1056.6	-59.44245856
1056.655	-59.5093112
1056.71	-59.57632362
1056.765	-59.64349629
1056.82	-59.71082969
1056.875	-59.77832429
1056.93	-59.84598056
1056.985	-59.91379898
1057.04	-59.98178002
1057.095	-60.04992413
1057.15	-60.11823179
1057.205	-60.18670345
1057.26	-60.25533958
1057.315	-60.32414063
1057.37	-60.39310706
1057.425	-60.46223931
1057.48	-60.53153783
1057.535	-60.60100306
1057.59	-60.67063546
1057.645	-60.74043545
1057.7	-60.81040346
1057.755	-60.88053994
1057.81	-60.95084531
1057.865	-61.02131998
1057.92	-61.09196438
1057.975	-61.16277893
1058.03	-61.23376402
1058.085	-61.30492007
1058.14	-61.37624749
1058.195	-61.44774665
1058.25	-61.51941797
1058.305	-61.59126181
1058.36	-61.66327857
1058.415	-61.73546862
1058.47	-61.80783232
1058.525	-61.88037005
1058.58	-61.95308215
1058.635	-62.02596899
1058.69	-62.09903091
1058.745	-62.17226824
1058.8	-62.24568132
1058.855	-62.31927047
1058.91	-62.39303602
1058.965	-62.46697827
1059.02	-62.54109753
1059.075	-62.61539409
1059.13	-62.68986825
1059.185	-62.76452027
1059.24	-62.83935044
1059.295	-62.91435902
1059.35	-62.98954625
1059.405	-63.0649124
1059.46	-63.14045768
1059.515	-63.21618234
1059.57	-63.29208658
1059.625	-63.36817062
1059.68	-63.44443465
1059.735	-63.52087886
1059.79	-63.59750343
1059.845	-63.67430851
1059.9	-63.75129427
1059.955	-63.82846084
1060.01	-63.90580837
1060.065	-63.98333696
1060.12	-64.06104673
1060.175	-64.13893776
1060.23	-64.21701014
1060.285	-64.29526395
1060.34	-64.37369923
1060.395	-64.45231602
1060.45	-64.53111435
1060.505	-64.61009425
1060.56	-64.68925569
1060.615	-64.76859868
1060.67	-64.84812318
1060.725	-64.92782913
1060.78	-65.00771648
1060.835	-65.08778516
1060.89	-65.16803506
1060.945	-65.24846607
1061	-65.32907806
1061.055	-65.40987089
1061.11	-65.49084439
1061.165	-65.57199838
1061.22	-65.65333266
1061.275	-65.73484701
1061.33	-65.81654119
1061.385	-65.89841494
1061.44	-65.98046797
1061.495	-66.0627
1061.55	-66.1451107
1061.605	-66.22769974
1061.66	-66.31046674
1061.715	-66.39341132
1061.77	-66.47653308
1061.825	-66.55983159
1061.88	-66.64330639
1061.935	-66.72695701
1061.99	-66.81078295
1062.045	-66.89478369
1062.1	-66.97895867
1062.155	-67.06330733
1062.21	-67.14782907
1062.265	-67.23252325
1062.32	-67.31738923
1062.375	-67.40242634
1062.43	-67.48763386
1062.485	-67.57301106
1062.54	-67.65855719
1062.595	-67.74427145
1062.65	-67.83015303
1062.705	-67.91620108
1062.76	-68.00241473
1062.815	-68.08879306
1062.87	-68.17533514
1062.925	-68.26204001
1062.98	-68.34890667
1063.035	-68.43593407
1063.09	-68.52312117
1063.145	-68.61046686
1063.2	-68.69797002
1063.255	-68.78562949
1063.31	-68.87344406
1063.365	-68.96141252
1063.42	-69.04953358
1063.475	-69.13780596
1063.53	-69.22622832
1063.585	-69.31479929
1063.64	-69.40351746
1063.695	-69.49238138
1063.75	-69.58138958
1063.805	-69.67054053
1063.86	-69.75983268
1063.915	-69.84926444
1063.97	-69.93883417
1064.025	-70.02854019
1064.08	-70.1183808
1064.135	-70.20835424
1064.19	-70.29845873
1064.245	-70.38869242
1064.3	-70.47905345
1064.355	-70.56953991
1064.41	-70.66014983
1064.465	-70.75088122
1064.52	-70.84173205
1064.575	-70.93270022
1064.63	-71.02378362
1064.685	-71.11498008
1064.74	-71.2062874
1064.795	-71.29770331
1064.85	-71.38922552
1064.905	-71.48085169
1064.96	-71.57257943
1065.015	-71.66440633
1065.07	-71.7563299
1065.125	-71.84834762
1065.18	-71.94045695
1065.235	-72.03265526
1065.29	-72.12493991
1065.345	-72.2173082
1065.4	-72.3097574
1065.455	-72.4022847
1065.51	-72.49488729
1065.565	-72.58756229
1065.62	-72.68030676
1065.675	-72.77311776
1065.73	-72.86599225
1065.785	-72.9589272
1065.84	-73.05191948
1065.895	-73.14496596
1065.95	-73.23806345
1066.005	-73.33120871
1066.06	-73.42439845
1066.115	-73.51762935
1066.17	-73.61089805
1066.225	-73.70420112
1066.28	-73.79753511
1066.335	-73.89089653
1066.39	-73.98428182
1066.445	-74.07768741
1066.5	-74.17110966
1066.555	-74.26454491
1066.61	-74.35798944
1066.665	-74.4514395
1066.72	-74.5448913
1066.775	-74.63834101
1066.83	-74.73178475
1066.885	-74.82521861
1066.94	-74.91863865
1066.995	-75.01204087
1067.05	-75.10542125
1067.105	-75.19877573
1067.16	-75.29210021
1067.215	-75.38539056
1067.27	-75.47864262
1067.325	-75.57185218
1067.38	-75.66501502
1067.435	-75.75812687
1067.49	-75.85118343
1067.545	-75.94418038
1067.6	-76.03711337
1067.655	-76.12997801
1067.71	-76.22276989
1067.765	-76.31548458
1067.82	-76.40811761
1067.875	-76.50066451
1067.93	-76.59312075
1067.985	-76.68548182
1068.04	-76.77774316
1068.095	-76.8699002
1068.15	-76.96194836
1068.205	-77.05388301
1068.26	-77.14569955
1068.315	-77.23739333
1068.37	-77.32895971
1068.425	-77.42039402
1068.48	-77.51169159
1068.535	-77.60284773
1068.59	-77.69385776
1068.645	-77.78471697
1068.7	-77.87542067
1068.755	-77.96596414
1068.81	-78.05634267
1068.865	-78.14655156
1068.92	-78.23658609
1068.975	-78.32644156
1069.03	-78.41611325
1069.085	-78.50559647
1069.14	-78.59488653
1069.195	-78.68397873
1069.25	-78.7728684
1069.305	-78.86155087
1069.36	-78.9500215
1069.415	-79.03827563
1069.47	-79.12630864
1069.525	-79.21411594
1069.58	-79.30169292
1069.635	-79.38903502
1069.69	-79.47613768
1069.745	-79.5629964
1069.8	-79.64960667
1069.855	-79.735964
1069.91	-79.82206397
1069.965	-79.90790215
1070.02	-79.99347416
1070.075	-80.07877564
1070.13	-80.16380227
1070.185	-80.24854978
1070.24	-80.3330139
1070.295	-80.41719044
1070.35	-80.50107522
1070.405	-80.58466412
1070.46	-80.66795304
1070.515	-80.75093795
1070.57	-80.83361484
1070.625	-80.91597976
1070.68	-80.99802882
1070.735	-81.07975815
1070.79	-81.16116394
1070.845	-81.24224246
1070.9	-81.32298998
1070.955	-81.40340288
1071.01	-81.48347755
1071.065	-81.56321046
1071.12	-81.64259813
1071.175	-81.72163713
1071.23	-81.80032411
1071.285	-81.87865577
1071.34	-81.95662886
1071.395	-82.03424021
1071.45	-82.1114867
1071.505	-82.18836527
1071.56	-82.26487295
1071.615	-82.3410068
1071.67	-82.41676397
1071.725	-82.49214168
1071.78	-82.5671372
1071.835	-82.64174788
1071.89	-82.71597113
1071.945	-82.78980444
1072	-82.86324536
1072.055	-82.93629151
1072.11	-83.0089406
1072.165	-83.08119038
1072.22	-83.15303869
1072.275	-83.22448344
1072.33	-83.29552261
1072.385	-83.36615426
1072.44	-83.43637651
1072.495	-83.50618756
1072.55	-83.57558567
1072.605	-83.6445692
1072.66	-83.71313656
1072.715	-83.78128623
1072.77	-83.84901678
1072.825	-83.91632684
1072.88	-83.98321512
1072.935	-84.04968041
1072.99	-84.11572154
1073.045	-84.18133745
1073.1	-84.24652713
1073.155	-84.31128965
1073.21	-84.37562415
1073.265	-84.43952984
1073.32	-84.50300599
1073.375	-84.56605196
1073.43	-84.62866718
1073.485	-84.69085112
1073.54	-84.75260335
1073.595	-84.81392349
1073.65	-84.87481125
1073.705	-84.93526638
1073.76	-84.9952887
1073.815	-85.05487813
1073.87	-85.1140346
1073.925	-85.17275816
1073.98	-85.23104889
1074.035	-85.28890694
1074.09	-85.34633252
1074.145	-85.40332592
1074.2	-85.45988747
1074.255	-85.51601756
1074.31	-85.57171667
1074.365	-85.62698529
1074.42	-85.68182401
1074.475	-85.73623346
1074.53	-85.79021432
1074.585	-85.84376734
1074.64	-85.89689332
1074.695	-85.9495931
1074.75	-86.00186759
1074.805	-86.05371774
1074.86	-86.10514456
1074.915	-86.15614911
1074.97	-86.20673248
1075.025	-86.25689583
1075.08	-86.30664036
1075.135	-86.35596732
1075.19	-86.404878
1075.245	-86.45337372
1075.3	-86.50145587
1075.355	-86.54912587
1075.41	-86.59638518
1075.465	-86.6432353
1075.52	-86.68967777
1075.575	-86.73571417
1075.63	-86.78134612
1075.685	-86.82657526
1075.74	-86.87140329
1075.795	-86.91583194
1075.85	-86.95986294
1075.905	-87.00349811
1075.96	-87.04673924
1076.015	-87.08958821
1076.07	-87.13204688
1076.125	-87.17411716
1076.18	-87.215801
1076.235	-87.25710036
1076.29	-87.29801722
1076.345	-87.33855361
1076.4	-87.37871156
1076.455	-87.41849313
1076.51	-87.45790041
1076.565	-87.49693552
1076.62	-87.53560056
1076.675	-87.5738977
1076.73	-87.6118291
1076.785	-87.64939695
1076.84	-87.68660344
1076.895	-87.72345079
1076.95	-87.75994124
1077.005	-87.79607704
1077.06	-87.83186045
1077.115	-87.86729375
1077.17	-87.90237922
1077.225	-87.93711918
1077.28	-87.97151592
1077.335	-88.00557178
1077.39	-88.03928909
1077.445	-88.07267018
1077.5	-88.10571741
1077.555	-88.13843314
1077.61	-88.17081972
1077.665	-88.20287953
1077.72	-88.23461495
1077.775	-88.26602836
1077.83	-88.29712214
1077.885	-88.32789868
1077.94	-88.35836038
1077.995	-88.38850963
1078.05	-88.41834882
1078.105	-88.44788037
1078.16	-88.47710666
1078.215	-88.50603009
1078.27	-88.53465308
1078.325	-88.56297801
1078.38	-88.59100728
1078.435	-88.6187433
1078.49	-88.64618845
1078.545	-88.67334513
1078.6	-88.70021572
1078.655	-88.72680262
1078.71	-88.7531082
1078.765	-88.77913484
1078.82	-88.80488492
1078.875	-88.8303608
1078.93	-88.85556484
1078.985	-88.8804994
1079.04	-88.90516682
1079.095	-88.92956946
1079.15	-88.95370965
1079.205	-88.97758972
1079.26	-89.00121198
1079.315	-89.02457876
1079.37	-89.04769235
1079.475	-89.09114384
1079.585	-89.13570122
1079.695	-89.1792897
1079.805	-89.22192729
1079.915	-89.26363179
1080.025	-89.30442084
1080.135	-89.34431192
1080.245	-89.38332231
1080.355	-89.42146909
1080.465	-89.45876916
1080.575	-89.49523921
1080.685	-89.53089573
1080.795	-89.565755
1080.905	-89.59983308
1081.015	-89.63314584
1081.125	-89.6657089
1081.235	-89.69753769
1081.345	-89.72864738
1081.455	-89.75905296
1081.565	-89.78876917
1081.675	-89.81781053
1081.785	-89.84619133
1081.895	-89.87392564
1082.005	-89.90102729
1082.115	-89.9275099
1082.225	-89.95338686
1082.335	-89.97867132
1082.445	-90.00337622
1082.555	-90.02751426
1082.665	-90.05109794
1082.775	-90.0741395
1082.885	-90.096651
1082.995	-90.11864425
1083.105	-90.14013085
1083.215	-90.16112219
1083.325	-90.18162945
1083.435	-90.20166358
1083.545	-90.22123532
1083.655	-90.24035523
1083.765	-90.25903362
1083.875	-90.27728064
1083.985	-90.29510621
1084.095	-90.31252005
1084.205	-90.32953171
1084.315	-90.34615051
1084.425	-90.36238561
1084.535	-90.37824596
1084.645	-90.39374033
1084.755	-90.40887732
1084.865	-90.42366532
1084.975	-90.43811258
1085.085	-90.45222713
1085.195	-90.46601687
1085.305	-90.47948951
1085.415	-90.49265258
1085.525	-90.50551348
1085.635	-90.51807941
1085.745	-90.53035745
1085.855	-90.54235448
1085.965	-90.55407727
1086.075	-90.56553242
1086.185	-90.57672637
1086.295	-90.58766545
1086.405	-90.5983558
1086.515	-90.60880346
1086.625	-90.61901431
1086.735	-90.62899412
1086.845	-90.6387485
1086.955	-90.64828294
1087.065	-90.65760282
1087.175	-90.66671338
1087.285	-90.67561973
1087.395	-90.68432688
1087.505	-90.69283971
1087.615	-90.701163
1087.725	-90.7093014
1087.835	-90.71725946
1087.945	-90.72504163
1088.055	-90.73265223
1088.165	-90.74009551
1088.275	-90.74737559
1088.385	-90.75449651
1088.495	-90.76146221
1088.605	-90.76827652
1088.715	-90.77494321
1088.825	-90.78146593
1088.935	-90.78784825
1089.045	-90.79409366
1089.155	-90.80020557
1089.265	-90.80618728
1089.375	-90.81204205
1089.485	-90.81777302
1089.595	-90.82338329
1089.705	-90.82887586
1089.815	-90.83425366
1089.925	-90.83951956
1090.035	-90.84467635
1090.145	-90.84972674
1090.255	-90.85467341
1090.365	-90.85951893
1090.475	-90.86426584
1090.585	-90.8689166
1090.695	-90.87347361
1090.805	-90.87793921
1090.915	-90.8823157
1091.025	-90.8866053
1091.135	-90.89081018
1091.245	-90.89493246
1091.355	-90.89897421
1091.465	-90.90293745
1091.575	-90.90682414
1091.685	-90.91063619
1091.795	-90.91437547
1091.905	-90.91804381
1092.015	-90.92164297
1092.125	-90.92517469
1092.235	-90.92864065
1092.345	-90.93204251
1092.455	-90.93538186
1092.565	-90.93866026
1092.675	-90.94187924
1092.785	-90.94504028
1092.895	-90.94814484
1093.005	-90.95119432
1093.115	-90.95419009
1093.225	-90.95713351
1093.335	-90.96002586
1093.445	-90.96286844
1093.555	-90.96566247
1093.665	-90.96840918
1093.775	-90.97110973
1093.885	-90.97376527
1093.995	-90.97637694
1094.105	-90.97894581
1094.215	-90.98147295
1094.325	-90.9839594
1094.975	-90.99794858
1096.075	-91.01894601
1097.175	-91.03721854
1098.275	-91.05336702
1099.375	-91.06785356
1100.475	-91.08103356
1101.575	-91.09318037
1102.675	-91.10450433
1103.775	-91.11516744
1104.875	-91.12529461
1105.975	-91.1349823
1107.075	-91.14430518
1108.175	-91.15332119
1109.275	-91.16207543
1110.375	-91.17060318
1111.475	-91.17893214
1112.575	-91.18708424
1113.675	-91.19507689
1114.775	-91.20292412
1115.875	-91.21063725
1116.975	-91.21822558
1118.075	-91.22569681
1119.175	-91.23305739
1120.275	-91.24031281
1121.375	-91.24746779
1122.475	-91.25452645
1123.575	-91.26149243
1124.675	-91.26836898
1125.775	-91.27515905
1126.875	-91.28186533
1127.975	-91.28849027
1129.075	-91.29503619
1130.175	-91.30150522
1131.275	-91.30789937
1132.375	-91.31422056
1133.475	-91.32047058
1134.575	-91.32665115
1135.675	-91.33276389
1136.775	-91.33881038
1137.875	-91.34479209
1138.975	-91.35071047
1140.075	-91.35656689
1141.175	-91.36236267
1142.275	-91.36809908
1143.375	-91.37377735
1144.475	-91.37939865
1145.575	-91.38496413
1146.675	-91.39047487
1147.775	-91.39593194
1148.875	-91.40133636
1149.975	-91.40668912
1151.075	-91.41199117
1152.175	-91.41724344
1153.275	-91.42244681
1154.375	-91.42760215
1155.475	-91.43271031
1156.575	-91.43777207
1157.675	-91.44278824
1158.775	-91.44775958
1159.875	-91.45268681
1160.975	-91.45757065
1162.075	-91.46241179
1163.175	-91.46721092
1164.275	-91.47196867
1165.375	-91.47668568
1166.475	-91.48136258
1167.575	-91.48599995
1168.675	-91.49059838
1169.775	-91.49515843
1170.875	-91.49968065
1171.975	-91.50416558
1173.075	-91.50861373
1174.175	-91.51302562
1175.275	-91.51740173
1176.375	-91.52174255
1177.475	-91.52604854
1178.575	-91.53032017
1179.675	-91.53455787
1180.775	-91.53876208
1181.875	-91.54293322
1182.975	-91.54707171
1184.075	-91.55117794
1185.175	-91.55525232
1186.275	-91.55929523
1187.375	-91.56330704
1188.475	-91.56728812
1189.575	-91.57123883
1190.675	-91.57515952
1191.775	-91.57905054
1192.875	-91.58291222
1193.975	-91.58674489
1195.075	-91.59054888
1196.175	-91.59432449
1197.275	-91.59807204
1198.375	-91.60179183
1199.475	-91.60548416
1200.575	-91.60914932
1201.675	-91.61278759
1202.775	-91.61639926
1203.875	-91.61998459
1204.975	-91.62354386
1206.075	-91.62707734
1207.175	-91.63058528
1208.275	-91.63406793
1209.375	-91.63752556
1210.475	-91.6409584
1211.575	-91.6443667
1212.675	-91.64775069
1213.775	-91.65111061
1214.875	-91.65444669
1215.975	-91.65775915
1217.075	-91.66104822
1218.175	-91.66431412
1219.275	-91.66755706
1220.375	-91.67077725
1221.475	-91.6739749
1222.575	-91.67715022
1223.675	-91.68030341
1224.775	-91.68343467
1225.875	-91.6865442
1226.975	-91.68963218
1228.075	-91.69269882
1229.175	-91.69574429
1230.275	-91.69876879
1231.375	-91.7017725
1232.475	-91.70475559
1233.575	-91.70771825
1234.675	-91.71066064
1235.775	-91.71358296
1236.875	-91.71648535
1237.975	-91.719368
1239.075	-91.72223107
1240.175	-91.72507472
1241.275	-91.72789911
1242.375	-91.73070441
1243.475	-91.73349078
1244.575	-91.73625837
1245.675	-91.73900733
1246.775	-91.74173781
1247.875	-91.74444997
1248.975	-91.74714396
1250.075	-91.74981993
1251.175	-91.75247801
1252.275	-91.75511835
1253.375	-91.75774109
1254.475	-91.76034638
1255.575	-91.76293436
1256.675	-91.76550515
1257.775	-91.7680589
1258.875	-91.77059574
1259.975	-91.7731158
1261.075	-91.77561921
1262.175	-91.77810611
1263.275	-91.78057662
1264.375	-91.78303088
1265.475	-91.78546899
1266.575	-91.7878911
1267.675	-91.79029732
1268.775	-91.79268777
1269.875	-91.79506258
1270.975	-91.79742187
1272.075	-91.79976575
1273.175	-91.80209434
1274.275	-91.80440776
1275.375	-91.80670611
1276.475	-91.80898953
1277.575	-91.81125811
1278.675	-91.81351196
1279.775	-91.81575121
1280.875	-91.81797596
1281.975	-91.82018631
1283.075	-91.82238238
1284.175	-91.82456427
1285.275	-91.82673208
1286.375	-91.82888592
1287.475	-91.8310259
1288.575	-91.83315211
1289.675	-91.83526466
1290.775	-91.83736364
1291.875	-91.83944916
1292.975	-91.84152132
1294.075	-91.84358021
1295.175	-91.84562593
1296.275	-91.84765858
1297.375	-91.84967825
1298.475	-91.85168503
1299.575	-91.85367902
1300.675	-91.85566032
1301.775	-91.857629
1302.875	-91.85958518
1303.975	-91.86152892
1305.075	-91.86346033
1306.175	-91.8653795
1307.275	-91.8672865
1308.375	-91.86918144
1309.475	-91.87106438
1310.575	-91.87293543
1311.675	-91.87479467
1312.775	-91.87664217
1313.875	-91.87847802
1314.975	-91.88030232
1316.075	-91.88211513
1317.175	-91.88391654
1318.275	-91.88570663
1319.375	-91.88748548
1320.475	-91.88925317
1321.575	-91.89100978
1322.675	-91.89275539
1323.775	-91.89449007
1324.875	-91.89621391
1325.975	-91.89792697
1327.075	-91.89962933
1328.175	-91.90132108
1329.275	-91.90300228
1330.375	-91.904673
1331.475	-91.90633332
1332.575	-91.90798332
1333.675	-91.90962306
1334.775	-91.91125262
1335.875	-91.91287207
1336.975	-91.91448147
1338.075	-91.91608091
1339.175	-91.91767043
1340.275	-91.91925013
1341.375	-91.92082006
1342.475	-91.92238029
1343.575	-91.92393088
1344.675	-91.92547192
1345.775	-91.92700345
1346.875	-91.92852555
1347.975	-91.93003829
1349.075	-91.93154171
1350.175	-91.9330359
1351.275	-91.93452092
1352.375	-91.93599682
1353.475	-91.93746367
1354.575	-91.93892153
1355.675	-91.94037046
1356.775	-91.94181053
1357.875	-91.9432418
1358.975	-91.94466431
1360.075	-91.94607815
1361.175	-91.94748336
1362.275	-91.94888
1363.375	-91.95026813
1364.475	-91.95164781
1365.575	-91.9530191
1366.675	-91.95438205
1367.775	-91.95573672
1368.875	-91.95708317
1369.975	-91.95842145
1371.075	-91.95975162
1372.175	-91.96107373
1373.275	-91.96238784
1374.375	-91.96369399
1375.475	-91.96499226
1376.575	-91.96628268
1377.675	-91.96756531
1378.775	-91.96884021
1379.875	-91.97010742
1380.975	-91.971367
1382.075	-91.972619
1383.175	-91.97386347
1384.275	-91.97510045
1385.375	-91.97633001
1386.475	-91.97755219
1387.575	-91.97876704
1388.675	-91.9799746
1389.775	-91.98117494
1390.875	-91.98236809
1391.975	-91.9835541
1393.075	-91.98473302
1394.175	-91.98590491
1395.275	-91.9870698
1396.375	-91.98822774
1397.475	-91.98937877
1398.575	-91.99052296
1399.675	-91.99166033
1400.775	-91.99279094
1401.875	-91.99391482
1402.975	-91.99503204
1404.075	-91.99614262
1405.175	-91.99724661
1406.275	-91.99834406
1407.375	-91.99943501
1408.475	-92.0005195
1409.575	-92.00159757
1410.675	-92.00266928
1411.775	-92.00373465
1412.875	-92.00479373
1413.975	-92.00584657
1415.075	-92.0068932
1416.175	-92.00793366
1417.275	-92.008968
1418.375	-92.00999626
1419.475	-92.01101847
1420.575	-92.01203467
1421.675	-92.01304491
1422.775	-92.01404922
1423.875	-92.01504764
1424.975	-92.01604022
1426.075	-92.01702698
1427.175	-92.01800797
1428.275	-92.01898322
1429.375	-92.01995277
1430.475	-92.02091666
1431.575	-92.02187493
1432.675	-92.02282761
1433.775	-92.02377474
1434.875	-92.02471636
1435.975	-92.02565249
1437.075	-92.02658318
1438.175	-92.02750846
1439.275	-92.02842837
1440.375	-92.02934293
1441.475	-92.0302522
1442.575	-92.03115619
1443.675	-92.03205495
1444.775	-92.0329485
1445.875	-92.03383689
1446.975	-92.03472014
